title,url,content,company
"포스코ICT, AWS 클라우드 기반 RPA 서비스한다",https://biz.chosun.com/site/data/html_dir/2020/10/27/2020102701658.html?utm_source=naver&utm_medium=original&utm_campaign=biz,포스코ICT가 아마존웹서비스(AWS) 클라우드 기반의 RPA(Robotic Process Automation)를 서비스한다. 이를 위해 메가존클라우드와 손을 잡았다. 포스코ICT와 메가존클라우드는 27일 포스코ICT 판교사옥에서 클라우드 RPA...,조선비즈
"파워젠, 보험연수원에서 RPA 교육 진행",http://www.gokorea.kr/692230,"파워젠은 2020년 9월~11월에 보험연수원에서 ㈜파워젠 김환일 차장이 RPA의 개념과 적용 업무, 사례 등을 교육하고자 지식컨텐츠를 제공했다고 오늘(9일) 밝혔다. 이번 교육은 관련 업계에 RPA 도입이 활발해지는...",공감신문
"유아이패스·이센타이어, RPA 보안 위한 파트너십 체결",http://www.datanet.co.kr/news/articleView.html?idxno=152408,유아이패스 RPA 로봇과 통합된 새로운 클라우드 자동화 보안 어시스턴트(Cloud Automation Security Assistant)... RPA 로봇은 반복적이며 오류가 빈번한 사이버 보안 작업을 자동화한다. 케리 베일리(Kerry Bailey) 이센타이어...,데이터넷
"삼성SDS 브리티 RPA, 가트너 평가서 글로벌 솔루션으로 선정",https://biz.chosun.com/site/data/html_dir/2020/08/25/2020082501305.html?utm_source=naver&utm_medium=original&utm_campaign=biz,"반복·복합 업무 자동화하는 RPA솔루션 ‘브리티’ 가트너 ""복잡한 업무 자동화 가능한 기술력, 쉬운 사용성 높게 평가"" 삼성SDS의 RPA(로봇 프로세스 자동화) 솔루션인 ‘브리티(Brity)’가 ‘2020년 가트너...",조선비즈언론사 선정
"[기고] ‘X + RPA’, 자동화할 수 있는 것은 모두 자동화!",http://www.etnews.com/20201105000234,"조력자로서 RPA(Robotic Process Automation)가 그 역할을 톡톡히 하고 있다. 가트너는 이미 2020년 10대 전략적 기술 트렌드 중의 하나로 ‘하이퍼오토메이션(Hyperautomation/회사 전반적인 업무의 자동화)’를 선정하며, RPA를 통한...",전자신문
"예탁원, 업무자동화 나선다…RPA 사업 본격 추진",http://yna.kr/AKR20201014060900002?did=1195m,한국예탁결제원은 로봇업무자동화(RPA) 사업을 본격 추진하기 위해 에코아이티와 로보틱 프로세스 자동화(RPA) 도입 계약을 체결했다고 14일 밝혔다. RPA는 작업자의 일부 업무를 대신 처리해주는 소프트웨어를 말한다....,연합뉴스
"현대오토에버, 협력사 대상 RPA 체험 '무료교육' 실시",http://www.etnews.com/20200825000059,현대오토에버는 완성차 부품협력사의 디지털 혁신 지원을 위해 18일부터 21일까지 나흘간 로봇프로세스자동화(RPA) 기초부터 도입까지 커리큘럼으로 구성된 RPA 교육을 부산 경상대 캠퍼스에서 무료로 진행했다....,전자신문언론사 선정
"삼성SDS 브리티 RPA, '2020년 가트너 매직쿼드런트' 등재",http://www.etnews.com/20200825000028,삼성SDS Brity(브리티) RPA가 국내 최초로 RPA(로봇 프로세스 자동화) 부문 '2020년 가트너 매직쿼드런트(MQ)'에 등재됐다. 매직쿼드런트는 IT 리서치/컨설팅 기업 가트너가 매년 사업수행 역량과 비전 완성도에 따라...,전자신문언론사 선정
"포스코ICT, AWS 클라우드로 RPA 서비스한다",http://www.boannews.com/media/view.asp?idx=92134&kind=,AWS 클라우드 전문기업 메가존클라우드와 RPA 파트너십 체결[보안뉴스 ] 포스코ICT가 메가존클라우드와 협력해 아마존웹서비스(이하 AWS) 클라우드로 RPA(Robotic Process Automation)를 서비스하기로 했다.이를...,보안뉴스
"레인보우브레인, '인공지능대전'서 AI·챗봇·RPA 선봬",http://news.mt.co.kr/mtview.php?no=2020110415530317865,AI(인공지능)·RPA(로봇프로세스자동화) 전문기업 레인보우브레인이 최근 서울 코엑스에서 개최된 인공지능대전(AI Expo 2020)에서 '올봇'(챗봇+RPA)을 공개하고 챗봇과 AI가 결합된 기술 사례를 선보였다. 이번 행사에서...,머니투데이
"'챗봇과 RPA의 결합' 레인보우브레인, All-bot 공개 행사 성료",http://www.industrynews.co.kr/news/articleView.html?idxno=40219,인공지능(AI) 및 RPA(Robotic Process Automation) 전문 기업 '레인보우브레인'이 최근 코엑스에서 개최된 인공지능 대전(AI Expo 2020)에서 출품 행사를 성황리에 마쳤다고 밝혔다. 레인보우브레인은 유일한 RPA 출품...,인더스트리뉴스
"시중은행, RPA 시스템 장착…활용도 확대",http://www.fntimes.com/html/view.php?ud=202010312123234919dd55077bc2_18,"업무 자동화 구현…효율성·체계성 향상 자금세탁방지 등 RPA 활용 범위 확대 은행권에서 RPA(로봇프로세스자동화) 시스템 구축이 디지털 전환을 위한 필수 요건이 됐으며, 영업점에도 확대 적용돼 일선 현장에서...",한국금융신문
"한국예탁결제원, RPA 기반 업무 자동화 사업 추진",https://www.hankyung.com/finance/article/2020101465676,"한국예탁결제원은 ㈜에코아이티와 RPA(Robotic Process Automation) 도입계약을 체결하고 사업을 본격 추진한다고... 증권유관기관 중 최초로 RPA 솔루션을 도입한 한국예탁결제원은 또한 블록체인, 빅데이터, 챗봇, 인공지능...",한국경제
"포스코ICT, 에프앤가이드와 RPA사업 공동 추진",https://zdnet.co.kr/view/?no=20200909114400,"로봇프로세스자동화(RPA) 사업을 공동으로 추진하기로 했다고 9일 밝혔다. 양사는 포스코ICT 판교사옥에서... 이번 협약을 통해 양사는 포스코ICT의 RPA 솔루션을 증권사, 자산운용사 등 금융기관을 대상으로 공급하는...",ZDNet Korea
"서부발전, 발전소에 ‘1인 1RPA’ 프로세스 자동화 기술 도입",https://www.news1.kr/articles/?4089214,한국서부발전(사장 김병숙)은 16일 발전소 현장 근무자 업무환경의 디지털화를 위해 공공기관 최초로 ‘1인 1RPA(로봇 프로세스 자동화)’ 기술을 도입한다고 밝혔다. RPA(Robotic Process Automation) 기술은 프로그래밍된...,뉴스1
[주간 클라우드 동향/11월①] 클라우드 도입 촉매제가 된 ‘코로나19’,http://www.ddaily.co.kr/news/article.html?no=204207,"◆포스코ICT, AWS 클라우드로 RPA 서비스 나서=포스코ICT는 메가존클라우드와 협력해 AWS 클라우드로 RPA를 서비스한다. 메가존은 포스코ICT의 RPA 솔루션인 에이웍스를 AWS 마켓플레이스를 통해 공급할 계획이다....",디지털데일리
"신한은행, 자금세탁방지 시스템 고도화…""AI, RPA 도입""",http://www.newsis.com/view/?id=NISX20200908_0001158188&cID=10401&pID=10400,"신한은행은 자금세탁방지(AML) 업무에 인공지능(AI), 로봇프로세스자동화(RPA) 등 디지털 기술을 적용하는... 또 의심거래 보고를 위한 정보 수집에 RPA를 도입해 금융정보 수집·정리 업무를 자동화하고 업무 현황을 한눈에...",뉴시스
[올쇼TV] DT Engine 시리즈-Digital Global Banking의 핵심 '삼성SDS Brity R...,http://www.etnews.com/20201029000058,올쇼TV에서 '삼성SDS의 'Brity RPA'를 활용한 DGB캐피탈 업무자동화 성공사례'를 주제로 웨비나를... 글로벌 금융서비스社인 DGB캐피탈은 올해 삼성SDS의 Brity RPA를 표준 솔루션으로 선정 및 활용해 다양한 업무...,전자신문
"앨리슨파트너스 AI연구소, RPA 뉴스모니터링 무료 데모 제공",https://biz.chosun.com/site/data/html_dir/2020/10/14/2020101402118.html?utm_source=naver&utm_medium=original&utm_campaign=biz,"글로벌 마케팅 커뮤니케이션 기업인 앨리슨파트너스코리아의 AI마케팅연구소는 RPA(로봇 프로세스 자동화) 기반 솔루션 RISA(RPA-based Insight, Strategy and Automation)을 출시했다고 14일 밝혔다. RPA는 사람이 하는 단순...",조선비즈
"'자동화, 자칫하면 고삐 풀린다'··· CIO가 거버넌스에 유의해야 하는 이유",http://www.ciokorea.com/news/172129,"어쨌든 머신러닝(ML)과 인공지능(AI), 로봇 프로세스 자동화(RPA), 로우 코드, 노 코드 솔루션에 의해 구현되는... 레노버의 경우, 비즈니스 부서들이 여러 유즈 케이스를 대상으로 몇몇 봇을 도입해 배치하면서 RPA 도구에...",CIO Korea
"신한카드, RPA로 年 6만 시간 절감…디지털 체질개선 박차",http://news.tf.co.kr/read/economy/1801236.htm,RPA 도입 2년 만에 100개 업무 적용 신한카드가 RPA(Robotic Process Automation·로봇 프로세스 자동화)와 애자일 조직 활성화를 통해 일하는 방식과 디지털 기업으로의 체질 개선에 더욱 박차를 가하고 있다. 신한카드는 RPA...,더팩트언론사 선정
"농협銀, 불완전판매 점검 RPA 시스템 도입",http://www.kbanker.co.kr/news/articleView.html?idxno=93800,"NH농협은행은 금융권 최초로 인공지능(AI) 기술 기반의 RPA(로봇프로세스자동화) 시스템을 통해 '투자상품 불완전판매 점검 고도화 프로젝트'를 완료했다고 5일 밝혔다. RPA란 사람이 하는 반복적이고, 표준화가 가능하며...",대한금융신문
"생명공학연구원, 출연연구기관 최초 RPA 도입",http://www.fnnews.com/news/202009111539119495,한국생명공학연구원이 출연연구기관 최초로 로봇 프로세스 자동화(RPA) 시스템을 도입했다고 11일 밝혔다. 생명공학연구원은 RPA 도입으로 연간 약 600시간의 업무시간을 절감할 것으로 예상하고 있다. 생명공학연구원은...,파이낸셜뉴스
"비즈니스온, SK오앤에스에 RPA 솔루션 공급",https://zdnet.co.kr/view/?no=20201014105712,비즈니스온커뮤니케이션은 자사 로보틱 자동화 프로세스(RPA) 솔루션 스마트 RPA를 SK오앤에스와 플래시드웨이브코리아에 공급했다고 14일 밝혔다. 정보통신 전문 업체 SK오앤에스는 스마트RPA를 경상적 비용 전표처리...,ZDNet Korea
"유아이패스, 로우코드 앱 개발 플랫폼 출시",https://zdnet.co.kr/view/?no=20201119154909,"로우코드 기능을 사용하면 복잡한 코딩 작업 없이도 누구나 새로운 비즈니스 애플리케이션 개발에 RPA를... 유아이패스의 SaaS 오퍼링인 오토메이션 클라우드 고객을 대상으로 RPA 관리, AI, 데이터 스토리지 및...",ZDNet Korea
"농협은행, 인공지능 기반 RPA 활용해 금융 불완전판매 막는다",http://www.ddaily.co.kr/news/article.html?no=202658,"기반의 RPA(로봇프로세스자동화) 시스템을 통해 ‘투자상품 불완전판매 점검 고도화 프로젝트’를 완료했다고 5일 밝혔다. RPA(Robotics Process Automation)는 사람이 하는 반복적이고 표준화가 가능하며, 규칙에 기반한 일을...",디지털데일리
"포스코ICT, 공공기관 RPA 확산 본격 나선다",http://www.etnews.com/20200818000180,"포스코ICT(대표 손건재)가 금융, 유통에 이어 공공기관 대상 로보틱프로세스자동화(RPA) 솔루션 에이웍스(A.WORKS) 적용을 확대한다. 포스코ICT는 에이웍스가 한국농수산식품유통공사 업무 프로세스 자동화를 위한 RPA...",전자신문
"한국후지제록스, RPA·스마트보드 솔루션 웨비나 개최",https://zdnet.co.kr/view/?no=20201022092432,29일 RPA와 스마트보드를 활용한 업무 효율화 솔루션을 소개하는 온라인 세미나(웨비나)를 진행한다. 이번 웨비나에서는 한국후지제록스가 수십 년간 축적해온 문서 컨설팅 경험을 바탕으로 업무 자동화 솔루션 ‘RPA’...,ZDNet Korea
"코로나19에 RPA는 더 기회 얻어, RPA 시장은 다변화",http://www.ddaily.co.kr/news/article.html?no=202939,"2020년 코로나19 등 악재에도 불구하고 선전해 온 로봇프로세스자동화(RPA) 업계가 올 한해 마지막 농사를... 유아이패스 관계자는 “이미 RPA를 도입한 기존 고객들의 경우 RPA 확산국면에서, 하이퍼오토메이션 플랫폼 중...",디지털데일리언론사 선정
"포항제철소, RPA 경진대회 개최",http://news.heraldcorp.com/village/view.php?ud=202009271126440687432_10,포스코 포항제철소는 지난 24일 본사 대회의장에서 '일하는 방식 변화를 위한 RPA 경진대회'를 열었다. RPA(Robotic Process Automation)는 로봇 소프트웨어로 규칙 기반의 반복 업무를 빠르고 정확하게 수행하는 스마트 사무...,헤럴드경제
"LGU+, RPA 솔루션 활용… 통신 품질관리 수준 높여",http://www.dt.co.kr/contents.html?article_no=2020070802109931032004&ref=naver,"LG유플러스가 RPA(로봇업무자동화) 솔루션을 활용해 통신 품질관리 수준을 높이고 있다. RPA는 사람이 수행하는 단순 반복적인 업무를 소프트웨어 로봇을 통해 자동화하는 기술로, 정형화된 데이터 비교·검증이나...",디지털타임스
주택금융공사 “도와줘요 R과장“···AI 활용 ‘똑똑한 업무‘,http://weekly.khan.co.kr/khnm.html?mode=view&code=114&artid=202010281653001&pt=nv,"RPA03 ‘우리 직원 중에 영어이름을 사용하는 사람이 있었나?’의아해진다. 알고 보니 최근 도입한... #2 “똘똘한 후배 직원 RPA, 너 고마워” 처분조건부 대출의 사후관리를 담당하는 직원 B씨의 하루 일과 대부분은...",주간경향언론사 선정
"삼양그룹, 사내 RPA 포털 'R라딘' 오픈",http://www.newsis.com/view/?id=NISX20200612_0001057287&cID=13001&pID=13000,삼양그룹이 로봇 프로세스 자동화(RPA) 확산을 통해 디지털 혁신을 가속화한다. 삼양그룹은 12일 사내 RPA(로봇프로세스자동화) 포털 'R라딘'을 오픈했다고 밝혔다. RPA는 단순 반복 업무를 자동화해 주는 소프트웨어...,뉴시스
"삼성SDS '브리티웍스', 협업-업무 자동화 '원스톱'",http://www.fnnews.com/news/202009131021486812,"실시간 협업을 위한 메일, 메신저, 영상회의와 업무 자동화를 위한 로봇 프로세스 자동화(RPA), 대화형... 브리티 RPA는 반복 업무를 대신 처리하는 기능에 챗봇, 딥러닝 기반 이미지 인식(AICR), 텍스트 분석 등 AI 기술을...",파이낸셜뉴스언론사 선정
"포항제철소, RPA 경진대회 개최…일하는 방식 혁신 기회",https://www.nocutnews.co.kr/news/5419324,포스코 포항제철소(남수희 소장)는 지난 24일 본사 대회의장에서 '일하는 방식 변화를 위한 RPA 경진대회'를 개최했다. RPA(Robotic Process Automation)는 로봇 소프트웨어로 규칙 기반의 반복 업무를 빠르고 정확하게 수행하는...,노컷뉴스
"부산은행, 자금세탁방지시스템 재구축…AI·RPA 도입",http://www.ddaily.co.kr/news/article.html?no=202268,또한 부산은행은 금융정보분석원으로 전송한 고액현금거래 보고에 대해 정상 접수 완료 여부를 확인하는 절차에도 로봇업무자동화(RPA)를 도입할 예정이다. 의심거래 보고를 위한 거래 정보 수집 및 정리 업무에도 같은...,디지털데일리
"""월급은 사장님이? 이젠 AI가 준다!"" LG CNS, AI+RPA 자동 급여이체 서비스 개...",http://www.bloter.net/archives/387706,LG CNS가 인공지능(AI)과 로봇업무자동화(RPA) 기술을 결합한 자동 급여이체 서비스를 선보였다. AI와 RPA가 결합한 본 기술은 KB국민은행 일부 영업점을 시작으로 전 지역에 적용될 예정이다. 기존 급여이체 시스템은...,블로터언론사 선정
"모바일에서도 RPA 구현 가능…그리드원, 모바일 RPA 기능 제공",http://theleader.mt.co.kr/articleView.html?no=2020082410157870319,오던 RPA를 모바일 업무에도 적용할 수 있게 됐다. ​ ​ 인공지능 자동화 전문기업 그리드원(대표이사 김계관)은 자사의 지능형 RPA 솔루션 ‘오토메이트원(AutomateOne)’을 모바일에서도 구현할 수 있는 모바일...,더리더
"흥국화재, RPA 확대로 디지털혁신 속도",http://www.fnnews.com/news/202007161740520613,자동화(RPA) 프로젝트(사진)를 확산하고 업무시간을 대폭 절감하는 디지털 혁신에 속도를 내고 있다. 16일 보험업계에 따르면 흥국화재는 15일부터 정보 입력·검색·지표 점검 등 총 32개 단순 업무에 RPA를 적용했다....,파이낸셜뉴스
생산성 높이는 사무 로봇 ‘RPA’…IT 서비스 4인방 시장 선점 ‘격돌’,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=050&aid=0000053928,"공장 자동화, 스마트 팩토리가 제조업의 생산성을 끌어올린다면 사무 환경에서 비즈니스 생산성을 높일 비밀 병기로 RPA(업무 자동화 : Robotic Process Automation)가 주목된다. SW 로봇, 생산력 향상 RPA는 사람이 반복적으로...",한경비즈니스언론사 선정
"[RPA 프랙티스 2020]삼성SDS, 공공 부문 RPA 도입 가속화",http://www.etnews.com/20200924000133,삼성SDS는 공공 부문 로봇프로세스자동화(RPA) 도입을 가속화한다. 공공 부문은 '2020 정부혁신 종합 추진계획'에 따라 RPA 도입을 서두르고 있다. 정부는 RPA가 디지털 기반 행정업무 효율화를 추진할 핵심 기술이라고...,전자신문언론사 선정
로봇 프로세스 자동화(RPA)로 업무 생산성 높이는 삼천리,http://www.energydaily.co.kr/news/articleView.html?idxno=112685,RPA 도입으로 표준화된 접수양식을 제공하는 삼천리 협력업체 기술문서 열람 신청 화면  종합에너지기업 삼천리가 로봇 프로세스 자동화(RPA)를 통해 협력업체 기술문서 열람 서비스를 무인 자동화하고 업무 편의성과...,에너지데일리
"DGB캐피탈, 삼성SDS RPA 활용 업무자동화 성공사례 발표",https://www.ebn.co.kr/news/view/1456308/?sc=Naver,삼성SDS의 브리티 로봇 프로세스 자동화(Bryty RPA)가 금융시장에서 빛을 발하고 있다. DGB캐피탈은 오는 11월 10일 삼성SDS의 RPA를 활용한 업무자동화 성공사례를 소개하는 온라인 세미나를 개최한다고 27일 밝혔다....,EBN
"와이즈와이어즈, 'RPA 업무 자동화 전문서' 출간",http://yna.kr/AKR20201006156000848?did=1195m,자동화(RPA) 업무 자동화'를 출간했다고 6일 밝혔다. 프리렉 출판사에서 발간한 신간은 현장에서 적용할 수 있는 실무중심 전문 서적으로 실무 경험이 많은 엔지니어들이 전문 분야를 나눠 저술했다. RPA는 단순하고...,연합뉴스
"한양증권, RPA 도입해 스마트워크 구현",http://www.etnews.com/20200623000058,한양증권(대표 임재택)은 50여개 업무에 로보틱 프로세스 자동화(RPA)를 도입해 업무 자동화를 시행한다고 23일 밝혔다. RPA는 반복적인 사무처리 업무를 사전에 프로그램화해 사람 대신 자동으로 업무를 처리하는...,전자신문
"[AI파도 넘는 은행⑮]부산은행, AI전환 본격 시동…빈대인표 '디지털뱅크' 베...",http://www.greenpostkorea.co.kr/news/articleView.html?idxno=123392,"부산은행은 현재 업무 전반에 2018년에 로봇 프로세스 자동화(RPA, Robotic Process Automation)를 도입하고, 플랫폼... ◇RPA적용으로 내부혁신 성공…'디지털·모바일'역량 확장 아울러 부산은행은 고객서비스 혁신을 통한...",그린포스트코리아
"이앤씨지엘에스, 비에이템과 RPA 공동 솔루션 사업 추진",http://www.klnews.co.kr/news/articleView.html?idxno=122106,종합물류기업인 ㈜이앤씨지엘에스(대표 오인호)가 RPA전문기업 ㈜비에이템(대표 박한규)과 물류분야 RPA 공동 솔루션 사업을 추진하기로 했다고 밝혔다. 양사는 지난 10월 16일 ㈜이앤씨지엘에스에서 오인호 대표와...,물류신문
"신한은행, '재무제표 입력' 자동화 구축…RPA 확대",http://www.newsis.com/view/?id=NISX20200608_0001051626&cID=10401&pID=10400,로봇업무자동화(RPA)를 결합해 기업 재무제표 입력 자동화 프로세스를 이행했다고 8일 밝혔다. 영업점 직원이 챗봇 'AI몰리'에 기업의 사업자번호와 재무제표 발급번호만 입력하면 RPA가 국세청 정보를 조회해 자료를...,뉴시스
관세청 '혁신 현장 이어달리기' 31일 개최… RPA 도입 논의,http://www.joseilbo.com/news/news_read.php?uid=403133&class=8&grp=,관세청에 따르면 이번 토론 주제는 로봇 프로세스 자동화(RPA:Robotic Process Automation) 체계를 기반으로 한 수입신고서 편철 자동화사례이다. RPA는 사람이 규칙에 의해 반복적으로 수행하는 업무를 자동화하는 개념으로...,조세일보언론사 선정
"유아이패스, AI 기반 RPA 솔루션 AWS에서 제공",https://zdnet.co.kr/view/?no=20200805135141,유아이패스는 아마존웹서비스(AWS)에서 즉시 구현 가능한 인공지능(AI) 기반 RPA 솔루션을 제공한다고 5일... 코로나19로 업무량이 증가한 의료 서비스 기업과 보험사는 아마존 텍스트랙트 기능을 유아이패스 RPA 워크...,ZDNet Korea
"LG CNS, RPA 이용한 급여 자동이체 서비스 내놔",http://www.fnnews.com/news/202006040923300018,국내 최초로 로봇프로세스제동화(RPA)와 인공지능(AI) 기술을 결합한 급여이체 서비스다. KB국민은행이 LG... LG CNS RPA는 자동으로 이 업무를 수행한다. 은행 내부망으로 옮겨진 데이터는 AI가 이어받는다. 은행이...,파이낸셜뉴스
수협은행 RPA 도입…직원 생산성 높인다,http://www.fnnews.com/news/202006231455065280,Sh수협은행이 RPA(로봇업무 자동화)시스템을 도입해 직원들의 업무 생산성을 높이고 대고객 서비스 품질 제고에 나선다. 수협은행은 지난 12일 경영회의에서 '창구업무혁신 고도화 2단계 사업' 경과보고회를 진행하고 RPA...,파이낸셜뉴스
"NH농협은행, ""모바일로 RPA 장애 점검 구현""",http://www.ddaily.co.kr/news/article.html?no=198945,"NH농협은행(은행장 손병환)은 모바일 환경에서 고객 관점으로 작동하는 RPA(로봇프로세스자동화)장애점검 시스템을 구현했다고 24일 밝혔다. RPA(Robotics Process Automation, 로봇프로세스자동화)는 사람이 하는...",디지털데일리
"KTNET, 전자수입인지 전용 RPA 서비스 개시",http://www.edaily.co.kr/news/newspath.asp?newsid=01482566625931936,"한국무역협회는 자회사인 한국무역정보통신(KTNET)이 이달부터 전자수입인지 전용 RPA서비스를 운영한다고 11일 밝혔다. RPA는 기업들이 근로시간 단축, 업무 비효율성 해소를 목적으로 사용하는 솔루션이다. 이를...",이데일리
"포스코ICT, 하나금융티아이와 금융권 RPA 확산 추진",https://zdnet.co.kr/view/?no=20200702102620,"코로나 19에 따른 국내 RPA 도입 동향을 공유하고, 하나금융그룹을 비롯한 금융권 대상의 RPA 확산을 위해 전략방향을 마련하기 위한 토론의 시간을 가졌다. 포스코ICT와 하나금융티아이는 지난 2018년 8월, RPA 사업을...",ZDNet Korea
